,gameId
3148,KR_5583296328
3149,KR_5583221675
3150,KR_5553417564
3151,KR_5547575406
3152,KR_5547591018
3153,KR_5545322346
3154,KR_5544697622
3155,KR_5542511461
3156,KR_5542431575
3157,KR_5542407170
3158,KR_5535233768
3159,KR_5535128519
3160,KR_5532281636
3161,KR_5532210487
3162,KR_5529500276
3163,KR_5529417103
3164,KR_5529346062
3165,KR_5529383533
3166,KR_5527718949
3167,KR_5527675449
3168,KR_5527610594
3169,KR_5526953428
3170,KR_5516819000
3171,KR_5516648734
3172,KR_5516573859
3173,KR_5516447354
3174,KR_5516440506
3175,KR_5516352808
3176,KR_5516285274
3177,KR_5516250914
3178,KR_5516165888
3179,KR_5516069111
3180,KR_5509426927
3181,KR_5509341770
3182,KR_5507182719
3183,KR_5507138629
3184,KR_5507116034
3185,KR_5507102836
3186,KR_5505566930
3187,KR_5505532376
3188,KR_5499478473
3189,KR_5490937472
3190,KR_5490951469
3191,KR_5490791341
3192,KR_5487701770
3193,KR_5487644257
3194,KR_5480414188
3195,KR_5480348168
3196,KR_5480324159
3197,KR_5480278987
3198,KR_5480272475
3199,KR_5480147286
3200,KR_5600842203
3201,KR_5600254849
3202,KR_5600176745
3203,KR_5599976084
3204,KR_5600041094
3205,KR_5599817105
3206,KR_5599409790
3207,KR_5599434698
3208,KR_5599412246
3209,KR_5599133082
3210,KR_5599150718
3211,KR_5599074469
3212,KR_5597697003
3213,KR_5597395527
3214,KR_5596831678
3215,KR_5596280760
3216,KR_5596153996
3217,KR_5589766982
3218,KR_5589712779
3219,KR_5589479157
3220,KR_5589251963
3221,KR_5589131692
3222,KR_5588711957
3223,KR_5588539562
3224,KR_5588523511
3225,KR_5587201325
3226,KR_5586106546
3227,KR_5585819603
3228,KR_5585779432
3229,KR_5585697944
3230,KR_5585283831
3231,KR_5584985278
3232,KR_5584644203
3233,KR_5583175304
3234,KR_5583112358
3235,KR_5582149133
3236,KR_5581464480
3237,KR_5575712957
3238,KR_5575710426
3239,KR_5572725790
3240,KR_5567423452
3241,KR_5567350447
3242,KR_5567256215
3243,KR_5566248587
3244,KR_5565176871
3245,KR_5565260870
3246,KR_5561043510
3247,KR_5561061257
3248,KR_5558893529
3249,KR_5558517395
3250,KR_5590164750
3251,KR_5585851149
3252,KR_5585718431
3253,KR_5585712620
3254,KR_5585597478
3255,KR_5585601186
3256,KR_5584926793
3257,KR_5584931915
3258,KR_5580280631
3259,KR_5580156641
3260,KR_5579938958
3261,KR_5579266293
3262,KR_5579186020
3263,KR_5579077631
3264,KR_5567313625
3265,KR_5567241380
3266,KR_5562184942
3267,KR_5562101822
3268,KR_5562006019
3269,KR_5562070681
3270,KR_5558659511
3271,KR_5553254007
3272,KR_5553114967
3273,KR_5553014619
3274,KR_5552809141
3275,KR_5546963215
3276,KR_5546765654
3277,KR_5542645489
3278,KR_5542573271
3279,KR_5542504077
3280,KR_5540082893
3281,KR_5539924002
3282,KR_5529728991
3283,KR_5529666654
3284,KR_5519187730
3285,KR_5519192314
3286,KR_5519067209
3287,KR_5517829510
3288,KR_5517822527
3289,KR_5517773345
3290,KR_5517107736
3291,KR_5517096026
3292,KR_5517170034
3293,KR_5517016447
3294,KR_5516509493
3295,KR_5516473319
3296,KR_5516329487
3297,KR_5516371691
3298,KR_5516265787
3299,KR_5516212195
3300,KR_5586196862
3301,KR_5585828902
3302,KR_5585806483
3303,KR_5585813594
3304,KR_5584572883
3305,KR_5584560515
3306,KR_5584475170
3307,KR_5584190095
3308,KR_5584055715
3309,KR_5584130770
3310,KR_5583853768
3311,KR_5583706140
3312,KR_5583411314
3313,KR_5583297577
3314,KR_5583252752
3315,KR_5583198879
3316,KR_5582926401
3317,KR_5582904293
3318,KR_5582898886
3319,KR_5582846581
3320,KR_5582892559
3321,KR_5576110225
3322,KR_5576057042
3323,KR_5575607635
3324,KR_5575513482
3325,KR_5575242797
3326,KR_5575117013
3327,KR_5575010764
3328,KR_5574793076
3329,KR_5574737365
3330,KR_5574751167
3331,KR_5573894061
3332,KR_5572940165
3333,KR_5572823552
3334,KR_5572699367
3335,KR_5572783623
3336,KR_5572598594
3337,KR_5572672882
3338,KR_5572013780
3339,KR_5571968068
3340,KR_5571995423
3341,KR_5571303047
3342,KR_5570365727
3343,KR_5570361412
3344,KR_5570326002
3345,KR_5569302054
3346,KR_5569209012
3347,KR_5569232860
3348,KR_5569039552
3349,KR_5568956173
3350,KR_5600433411
3351,KR_5598847917
3352,KR_5598861360
3353,KR_5598691887
3354,KR_5598620950
3355,KR_5598572456
3356,KR_5598439034
3357,KR_5598338298
3358,KR_5596599523
3359,KR_5596580964
3360,KR_5596225991
3361,KR_5596115139
3362,KR_5596079655
3363,KR_5596034738
3364,KR_5594196230
3365,KR_5592319966
3366,KR_5585443267
3367,KR_5585314327
3368,KR_5585033781
3369,KR_5584968190
3370,KR_5584912150
3371,KR_5584845947
3372,KR_5584842530
3373,KR_5584698864
3374,KR_5584725056
3375,KR_5584760570
3376,KR_5584638183
3377,KR_5584613291
3378,KR_5584578735
3379,KR_5584057968
3380,KR_5584120906
3381,KR_5583908666
3382,KR_5583853768
3383,KR_5583706140
3384,KR_5583671794
3385,KR_5583590892
3386,KR_5583404891
3387,KR_5583326670
3388,KR_5583221675
3389,KR_5583136416
3390,KR_5582555084
3391,KR_5582515273
3392,KR_5582523321
3393,KR_5582540596
3394,KR_5582308818
3395,KR_5582256606
3396,KR_5582253239
3397,KR_5582197873
3398,KR_5582150720
3399,KR_5582033954
3400,KR_5600685565
3401,KR_5600692162
3402,KR_5600552447
3403,KR_5600417758
3404,KR_5599636524
3405,KR_5599681488
3406,KR_5598630997
3407,KR_5598477455
3408,KR_5598451070
3409,KR_5598068464
3410,KR_5598134212
3411,KR_5597919181
3412,KR_5597788081
3413,KR_5597804228
3414,KR_5597697003
3415,KR_5597260479
3416,KR_5596593319
3417,KR_5596307119
3418,KR_5592552809
3419,KR_5592067127
3420,KR_5592031799
3421,KR_5591885745
3422,KR_5591104371
3423,KR_5590919003
3424,KR_5589817473
3425,KR_5589024667
3426,KR_5588919324
3427,KR_5588191849
3428,KR_5587998578
3429,KR_5587975242
3430,KR_5587971923
3431,KR_5587868349
3432,KR_5587411317
3433,KR_5586850712
3434,KR_5586315834
3435,KR_5586314425
3436,KR_5586330513
3437,KR_5585699033
3438,KR_5585683651
3439,KR_5585618648
3440,KR_5584275866
3441,KR_5584253622
3442,KR_5584183626
3443,KR_5583505960
3444,KR_5583419347
3445,KR_5583411314
3446,KR_5583391597
3447,KR_5578610618
3448,KR_5578438603
3449,KR_5577525747
3450,KR_5553458554
3451,KR_5553423958
3452,KR_5553329099
3453,KR_5553352820
3454,KR_5553093547
3455,KR_5551242723
3456,KR_5547752556
3457,KR_5544667565
3458,KR_5544457433
3459,KR_5544493852
3460,KR_5542037271
3461,KR_5536795702
3462,KR_5531873221
3463,KR_5529037395
3464,KR_5529033466
3465,KR_5528951412
3466,KR_5528734833
3467,KR_5528577789
3468,KR_5528583404
3469,KR_5528437569
3470,KR_5528337193
3471,KR_5528249616
3472,KR_5528243103
3473,KR_5527945906
3474,KR_5524485334
3475,KR_5523080380
3476,KR_5522005099
3477,KR_5521656866
3478,KR_5521592218
3479,KR_5521282838
3480,KR_5520833782
3481,KR_5520841319
3482,KR_5520787756
3483,KR_5520773284
3484,KR_5519472504
3485,KR_5519372743
3486,KR_5518837610
3487,KR_5518882327
3488,KR_5517838651
3489,KR_5517862361
3490,KR_5517810324
3491,KR_5517714103
3492,KR_5517489955
3493,KR_5517429740
3494,KR_5517417596
3495,KR_5517420444
3496,KR_5517338260
3497,KR_5516846519
3498,KR_5516573859
3499,KR_5514383903
3500,KR_5556217504
3501,KR_5556202927
3502,KR_5556079360
3503,KR_5554455634
3504,KR_5554388212
3505,KR_5554422110
3506,KR_5547739364
3507,KR_5547770371
3508,KR_5541306732
3509,KR_5541229664
3510,KR_5541196404
3511,KR_5541212144
3512,KR_5541073448
3513,KR_5541060737
3514,KR_5540996774
3515,KR_5534300836
3516,KR_5534027856
3517,KR_5534072747
3518,KR_5533877420
3519,KR_5532605004
3520,KR_5532522991
3521,KR_5532457625
3522,KR_5531023577
3523,KR_5531020035
3524,KR_5529680557
3525,KR_5529546908
3526,KR_5529531516
3527,KR_5528156869
3528,KR_5528039589
3529,KR_5527978598
3530,KR_5525885275
3531,KR_5525761623
3532,KR_5525666820
3533,KR_5523831109
3534,KR_5523677789
3535,KR_5523671294
3536,KR_5522888576
3537,KR_5522883419
3538,KR_5522578031
3539,KR_5522259873
3540,KR_5522275020
3541,KR_5522241076
3542,KR_5522136551
3543,KR_5521246374
3544,KR_5521166912
3545,KR_5521150809
3546,KR_5520826515
3547,KR_5520862091
3548,KR_5517689117
3549,KR_5517695624
3550,KR_5574840658
3551,KR_5574714537
3552,KR_5560471130
3553,KR_5560196276
3554,KR_5558341287
3555,KR_5558294629
3556,KR_5548231684
3557,KR_5547986265
3558,KR_5547759495
3559,KR_5547772828
3560,KR_5547644605
3561,KR_5547536744
3562,KR_5547583220
3563,KR_5545964291
3564,KR_5545859859
3565,KR_5544372332
3566,KR_5544238861
3567,KR_5544306256
3568,KR_5543292107
3569,KR_5543118771
3570,KR_5543007202
3571,KR_5543004041
3572,KR_5542719891
3573,KR_5542812678
3574,KR_5542790331
3575,KR_5542139174
3576,KR_5542156358
3577,KR_5542085430
3578,KR_5541935039
3579,KR_5541901989
3580,KR_5541744637
3581,KR_5541528408
3582,KR_5541483618
3583,KR_5541357952
3584,KR_5540774104
3585,KR_5540772153
3586,KR_5540728502
3587,KR_5540658096
3588,KR_5540712154
3589,KR_5540630256
3590,KR_5540278355
3591,KR_5540281810
3592,KR_5540043238
3593,KR_5539902603
3594,KR_5539785341
3595,KR_5539716649
3596,KR_5538634714
3597,KR_5538592209
3598,KR_5538457044
3599,KR_5538439596
3600,KR_5560882239
3601,KR_5560646838
3602,KR_5560477519
3603,KR_5560218477
3604,KR_5560271142
3605,KR_5554503047
3606,KR_5554396666
3607,KR_5554354729
3608,KR_5551329802
3609,KR_5550476015
3610,KR_5544803717
3611,KR_5543237940
3612,KR_5543231643
3613,KR_5543122236
3614,KR_5541306732
3615,KR_5523091246
3616,KR_5522994206
3617,KR_5522909431
3618,KR_5522903790
3619,KR_5522576447
3620,KR_5522456842
3621,KR_5522329768
3622,KR_5519674399
3623,KR_5519548387
3624,KR_5519465559
3625,KR_5519470011
3626,KR_5519274818
3627,KR_5519109730
3628,KR_5518533578
3629,KR_5518500879
3630,KR_5518426154
3631,KR_5518411122
3632,KR_5517784032
3633,KR_5517751671
3634,KR_5516447354
3635,KR_5514342858
3636,KR_5513936899
3637,KR_5513899335
3638,KR_5512890965
3639,KR_5512579031
3640,KR_5512564311
3641,KR_5512453729
3642,KR_5512358399
3643,KR_5509398133
3644,KR_5509159359
3645,KR_5506248959
3646,KR_5506156433
3647,KR_5502102267
3648,KR_5501629932
3649,KR_5498612499
3650,KR_5600245469
3651,KR_5600176745
3652,KR_5600122308
3653,KR_5599988025
3654,KR_5597057280
3655,KR_5597050594
3656,KR_5596693797
3657,KR_5596578569
3658,KR_5596544175
3659,KR_5596388591
3660,KR_5596374678
3661,KR_5596280760
3662,KR_5596153996
3663,KR_5596160182
3664,KR_5595483538
3665,KR_5595324938
3666,KR_5595286555
3667,KR_5591797623
3668,KR_5591793133
3669,KR_5590291900
3670,KR_5590224418
3671,KR_5590210668
3672,KR_5590065631
3673,KR_5590062860
3674,KR_5589972152
3675,KR_5589858558
3676,KR_5589811329
3677,KR_5583637148
3678,KR_5583597819
3679,KR_5577088444
3680,KR_5577039764
3681,KR_5577033914
3682,KR_5577000312
3683,KR_5576893630
3684,KR_5576807435
3685,KR_5576841623
3686,KR_5576545544
3687,KR_5575784108
3688,KR_5575823146
3689,KR_5575772600
3690,KR_5575821122
3691,KR_5575749330
3692,KR_5575718813
3693,KR_5575745953
3694,KR_5575693506
3695,KR_5575529679
3696,KR_5575596015
3697,KR_5574592671
3698,KR_5574486849
3699,KR_5574521670
3700,KR_5576983871
3701,KR_5570744768
3702,KR_5570556535
3703,KR_5568736351
3704,KR_5568703901
3705,KR_5567025167
3706,KR_5563924421
3707,KR_5561911328
3708,KR_5558181718
3709,KR_5555910330
3710,KR_5555224989
3711,KR_5553363657
3712,KR_5552825555
3713,KR_5551365319
3714,KR_5551331054
3715,KR_5551237999
3716,KR_5548842322
3717,KR_5547806651
3718,KR_5546089865
3719,KR_5544474775
3720,KR_5542653041
3721,KR_5540731076
3722,KR_5540034858
3723,KR_5539858595
3724,KR_5530562240
3725,KR_5530409430
3726,KR_5530494947
3727,KR_5530383997
3728,KR_5530338702
3729,KR_5529782321
3730,KR_5528547031
3731,KR_5525977108
3732,KR_5525961989
3733,KR_5523172465
3734,KR_5523079922
3735,KR_5522904074
3736,KR_5522398155
3737,KR_5520991403
3738,KR_5519097350
3739,KR_5517829510
3740,KR_5515127068
3741,KR_5515170991
3742,KR_5515077592
3743,KR_5515084254
3744,KR_5514958909
3745,KR_5514933609
3746,KR_5514856400
3747,KR_5510915195
3748,KR_5510818021
3749,KR_5510833146
3750,KR_5600746271
3751,KR_5600683532
3752,KR_5600673026
3753,KR_5600661610
3754,KR_5600545839
3755,KR_5600492311
3756,KR_5600413255
3757,KR_5599988025
3758,KR_5599992307
3759,KR_5598916850
3760,KR_5598891810
3761,KR_5598814650
3762,KR_5598740595
3763,KR_5598643620
3764,KR_5598517125
3765,KR_5598490520
3766,KR_5598434457
3767,KR_5597919181
3768,KR_5597924194
3769,KR_5597910600
3770,KR_5597777026
3771,KR_5597403209
3772,KR_5597368314
3773,KR_5597346484
3774,KR_5597391255
3775,KR_5597259285
3776,KR_5597255969
3777,KR_5597260655
3778,KR_5597144904
3779,KR_5597063202
3780,KR_5596907820
3781,KR_5596896017
3782,KR_5596687273
3783,KR_5596599523
3784,KR_5596593319
3785,KR_5596388591
3786,KR_5593383151
3787,KR_5593217328
3788,KR_5593180241
3789,KR_5593134328
3790,KR_5593031176
3791,KR_5592955640
3792,KR_5592905690
3793,KR_5592766015
3794,KR_5592718998
3795,KR_5592691365
3796,KR_5592576218
3797,KR_5592335559
3798,KR_5592036850
3799,KR_5591909493
3800,KR_5599597597
3801,KR_5599661930
3802,KR_5599458581
3803,KR_5599151721
3804,KR_5599091238
3805,KR_5599066547
3806,KR_5599014153
3807,KR_5597032585
3808,KR_5596904900
3809,KR_5596877299
3810,KR_5596820756
3811,KR_5596565411
3812,KR_5595291636
3813,KR_5594989890
3814,KR_5594809282
3815,KR_5585847994
3816,KR_5585835691
3817,KR_5585851341
3818,KR_5585757645
3819,KR_5585683651
3820,KR_5583478508
3821,KR_5583432601
3822,KR_5571832264
3823,KR_5571156162
3824,KR_5569125013
3825,KR_5569029100
3826,KR_5568683048
3827,KR_5568615733
3828,KR_5568582469
3829,KR_5568457365
3830,KR_5568454528
3831,KR_5568328772
3832,KR_5568264781
3833,KR_5568057330
3834,KR_5567908489
3835,KR_5567943983
3836,KR_5567862201
3837,KR_5567758317
3838,KR_5567782801
3839,KR_5567810244
3840,KR_5567625843
3841,KR_5567622507
3842,KR_5567610212
3843,KR_5567495351
3844,KR_5567449126
3845,KR_5567443347
3846,KR_5567026134
3847,KR_5566848642
3848,KR_5566920213
3849,KR_5566621015
3850,KR_5599833996
3851,KR_5599597597
3852,KR_5599661930
3853,KR_5599409790
3854,KR_5598811299
3855,KR_5598162816
3856,KR_5597919181
3857,KR_5597924194
3858,KR_5597634779
3859,KR_5597079448
3860,KR_5594130197
3861,KR_5594054504
3862,KR_5594021491
3863,KR_5593081567
3864,KR_5592951097
3865,KR_5589001886
3866,KR_5588934957
3867,KR_5588768704
3868,KR_5588800933
3869,KR_5588698612
3870,KR_5588462592
3871,KR_5568056289
3872,KR_5555629987
3873,KR_5553659469
3874,KR_5553450542
3875,KR_5549197824
3876,KR_5547533846
3877,KR_5547437773
3878,KR_5545892639
3879,KR_5544128948
3880,KR_5543899281
3881,KR_5543937112
3882,KR_5542342915
3883,KR_5540855677
3884,KR_5538829856
3885,KR_5538866301
3886,KR_5538874226
3887,KR_5538850913
3888,KR_5538790227
3889,KR_5538687684
3890,KR_5535839946
3891,KR_5535233768
3892,KR_5535221654
3893,KR_5534999229
3894,KR_5534965411
3895,KR_5533716487
3896,KR_5532390371
3897,KR_5531839737
3898,KR_5531893968
3899,KR_5531778821
3900,KR_5600768765
3901,KR_5600683752
3902,KR_5600606530
3903,KR_5600568583
3904,KR_5600552447
3905,KR_5600416469
3906,KR_5599989994
3907,KR_5600025278
3908,KR_5599412246
3909,KR_5599152927
3910,KR_5599079644
3911,KR_5599024679
3912,KR_5598918436
3913,KR_5598789533
3914,KR_5598754160
3915,KR_5598628141
3916,KR_5597446413
3917,KR_5597416674
3918,KR_5597464143
3919,KR_5597397519
3920,KR_5597346484
3921,KR_5593081567
3922,KR_5592953286
3923,KR_5592833580
3924,KR_5592814812
3925,KR_5592637696
3926,KR_5592627432
3927,KR_5592551670
3928,KR_5592503821
3929,KR_5592267594
3930,KR_5591298307
3931,KR_5591266826
3932,KR_5591332529
3933,KR_5591229529
3934,KR_5591217244
3935,KR_5591211169
3936,KR_5591081598
3937,KR_5590894359
3938,KR_5590597087
3939,KR_5590505612
3940,KR_5590417601
3941,KR_5590380283
3942,KR_5590332078
3943,KR_5589997002
3944,KR_5589951426
3945,KR_5589904676
3946,KR_5589678540
3947,KR_5589222124
3948,KR_5589119408
3949,KR_5589126210
3950,KR_5583249961
3951,KR_5583284195
3952,KR_5580203733
3953,KR_5579958443
3954,KR_5579501016
3955,KR_5558774998
3956,KR_5558659511
3957,KR_5558511401
3958,KR_5558354928
3959,KR_5557204427
3960,KR_5557161234
3961,KR_5555125985
3962,KR_5554959464
3963,KR_5554737611
3964,KR_5547912956
3965,KR_5547865406
3966,KR_5547813145
3967,KR_5547505601
3968,KR_5547500471
3969,KR_5547059014
3970,KR_5547095363
3971,KR_5547001973
3972,KR_5546482216
3973,KR_5546352607
3974,KR_5546215955
3975,KR_5546166756
3976,KR_5546161539
3977,KR_5546085870
3978,KR_5545826115
3979,KR_5545823358
3980,KR_5545880204
3981,KR_5545786010
3982,KR_5545772538
3983,KR_5544666180
3984,KR_5544672257
3985,KR_5544606091
3986,KR_5544489516
3987,KR_5543632918
3988,KR_5543516361
3989,KR_5542478306
3990,KR_5542494762
3991,KR_5542442896
3992,KR_5542369982
3993,KR_5542377268
3994,KR_5542068608
3995,KR_5541705155
3996,KR_5541499807
3997,KR_5541575018
3998,KR_5541532500
3999,KR_5541318405
4000,KR_5601008595
4001,KR_5601044122
4002,KR_5600780815
4003,KR_5600765023
4004,KR_5600683752
4005,KR_5600700567
4006,KR_5600606530
4007,KR_5600568583
4008,KR_5599151635
4009,KR_5598999180
4010,KR_5598996722
4011,KR_5599042773
4012,KR_5598949016
4013,KR_5598932211
4014,KR_5597841852
4015,KR_5597613930
4016,KR_5597301170
4017,KR_5597284200
4018,KR_5597260655
4019,KR_5596902251
4020,KR_5596892715
4021,KR_5596768357
4022,KR_5596773139
4023,KR_5596585672
4024,KR_5596570222
4025,KR_5596335231
4026,KR_5596115139
4027,KR_5595771237
4028,KR_5595274654
4029,KR_5591331080
4030,KR_5591270097
4031,KR_5590278297
4032,KR_5589737090
4033,KR_5589763248
4034,KR_5589670889
4035,KR_5589437906
4036,KR_5589233685
4037,KR_5589161318
4038,KR_5587998578
4039,KR_5587780087
4040,KR_5586397494
4041,KR_5585941242
4042,KR_5585828902
4043,KR_5585863617
4044,KR_5585792158
4045,KR_5585757645
4046,KR_5585700140
4047,KR_5585479677
4048,KR_5585068003
4049,KR_5585013006
4050,KR_5568224526
4051,KR_5560807823
4052,KR_5560802604
4053,KR_5560712818
4054,KR_5560684750
4055,KR_5558703092
4056,KR_5556254236
4057,KR_5552668272
4058,KR_5552579569
4059,KR_5550649277
4060,KR_5548522224
4061,KR_5546420203
4062,KR_5544242239
4063,KR_5543314461
4064,KR_5540938693
4065,KR_5540033258
4066,KR_5535918513
4067,KR_5535923938
4068,KR_5534550812
4069,KR_5533001573
4070,KR_5531128773
4071,KR_5528452893
4072,KR_5528383082
4073,KR_5525833447
4074,KR_5524276105
4075,KR_5522909431
4076,KR_5520747963
4077,KR_5518979245
4078,KR_5517429262
4079,KR_5516475131
4080,KR_5514435032
4081,KR_5512276892
4082,KR_5510687033
4083,KR_5509185830
4084,KR_5507378787
4085,KR_5506159959
4086,KR_5503921658
4087,KR_5501714242
4088,KR_5499289283
4089,KR_5495486654
4090,KR_5495551965
4091,KR_5492779040
4092,KR_5492784467
4093,KR_5490455563
4094,KR_5486271728
4095,KR_5486192549
4096,KR_5484509774
4097,KR_5483140846
4098,KR_5481472518
4099,KR_5479820131
4100,KR_5601218130
4101,KR_5601164923
4102,KR_5601088730
4103,KR_5597260479
4104,KR_5597057280
4105,KR_5590873986
4106,KR_5590690726
4107,KR_5558976968
4108,KR_5558953938
4109,KR_5558848594
4110,KR_5558758825
4111,KR_5558770325
4112,KR_5558703092
4113,KR_5558592662
4114,KR_5558514389
4115,KR_5558460480
4116,KR_5558403387
4117,KR_5558294081
4118,KR_5558159693
4119,KR_5557155242
4120,KR_5557129353
4121,KR_5557025711
4122,KR_5556940530
4123,KR_5556841005
4124,KR_5556216125
4125,KR_5553405314
4126,KR_5553391512
4127,KR_5553295735
4128,KR_5550300614
4129,KR_5550272911
4130,KR_5548976856
4131,KR_5548891686
4132,KR_5548695501
4133,KR_5548662013
4134,KR_5543625637
4135,KR_5543653185
4136,KR_5543609539
4137,KR_5543525881
4138,KR_5543552043
4139,KR_5543425528
4140,KR_5543410918
4141,KR_5543331703
4142,KR_5543293318
4143,KR_5543196460
4144,KR_5543007202
4145,KR_5542973032
4146,KR_5542719579
4147,KR_5542812678
4148,KR_5542196679
4149,KR_5542182987
4150,KR_5597739305
4151,KR_5597765302
4152,KR_5596098535
4153,KR_5596074524
4154,KR_5595948256
4155,KR_5590158613
4156,KR_5562237799
4157,KR_5562270779
4158,KR_5562184233
4159,KR_5562047491
4160,KR_5558505650
4161,KR_5558377362
4162,KR_5558341287
4163,KR_5558294629
4164,KR_5558198326
4165,KR_5558009193
4166,KR_5557931452
4167,KR_5557705150
4168,KR_5557352416
4169,KR_5557390844
4170,KR_5557268958
4171,KR_5557236349
4172,KR_5557273333
4173,KR_5557179177
4174,KR_5557175663
4175,KR_5557049404
4176,KR_5557112111
4177,KR_5556869810
4178,KR_5555472064
4179,KR_5555336435
4180,KR_5555303222
4181,KR_5555108459
4182,KR_5555002865
4183,KR_5554674760
4184,KR_5554615565
4185,KR_5554590438
4186,KR_5553458554
4187,KR_5553385610
4188,KR_5553307234
4189,KR_5553302269
4190,KR_5553254007
4191,KR_5553117923
4192,KR_5553080685
4193,KR_5552618106
4194,KR_5552573836
4195,KR_5552346344
4196,KR_5552118060
4197,KR_5551470067
4198,KR_5551417317
4199,KR_5551462517
4200,KR_5601199253
4201,KR_5601156442
4202,KR_5601163668
4203,KR_5601141382
4204,KR_5600998210
4205,KR_5601023610
4206,KR_5600727150
4207,KR_5600753713
4208,KR_5600692162
4209,KR_5600597605
4210,KR_5600622104
4211,KR_5600545839
4212,KR_5600426868
4213,KR_5600343854
4214,KR_5600197736
4215,KR_5600178102
4216,KR_5600153100
4217,KR_5599988025
4218,KR_5600030318
4219,KR_5599817105
4220,KR_5599794351
4221,KR_5599479926
4222,KR_5599466276
4223,KR_5599491272
4224,KR_5599015041
4225,KR_5599011751
4226,KR_5598925935
4227,KR_5598931706
4228,KR_5598598907
4229,KR_5598589633
4230,KR_5598561601
4231,KR_5598239679
4232,KR_5598253810
4233,KR_5598079874
4234,KR_5598162009
4235,KR_5597301170
4236,KR_5595155243
4237,KR_5594991897
4238,KR_5593341447
4239,KR_5593217328
4240,KR_5593081567
4241,KR_5592617540
4242,KR_5592541796
4243,KR_5592485313
4244,KR_5592269736
4245,KR_5592293125
4246,KR_5592067127
4247,KR_5587453983
4248,KR_5586869453
4249,KR_5585065120
4250,KR_5595247196
4251,KR_5595241170
4252,KR_5595029768
4253,KR_5594970941
4254,KR_5593615272
4255,KR_5593541107
4256,KR_5593341353
4257,KR_5593194064
4258,KR_5593135125
4259,KR_5581635677
4260,KR_5581557476
4261,KR_5581542464
4262,KR_5581471616
4263,KR_5581207336
4264,KR_5581182185
4265,KR_5580944313
4266,KR_5580844701
4267,KR_5580816375
4268,KR_5580638108
4269,KR_5580700090
4270,KR_5567151862
4271,KR_5552586260
4272,KR_5552420865
4273,KR_5552134531
4274,KR_5552008671
4275,KR_5550425335
4276,KR_5550338736
4277,KR_5550016699
4278,KR_5550000012
4279,KR_5548846677
4280,KR_5547034425
4281,KR_5546906802
4282,KR_5546693794
4283,KR_5546474074
4284,KR_5540728502
4285,KR_5540696216
4286,KR_5540557811
4287,KR_5540581425
4288,KR_5533421674
4289,KR_5533318369
4290,KR_5533279120
4291,KR_5533264232
4292,KR_5530492513
4293,KR_5530440533
4294,KR_5530335993
4295,KR_5530242638
4296,KR_5526051010
4297,KR_5525984983
4298,KR_5525600154
4299,KR_5525545545
4300,KR_5600433411
4301,KR_5600297365
4302,KR_5598996722
4303,KR_5599042773
4304,KR_5598949016
4305,KR_5598923861
4306,KR_5598838720
4307,KR_5598833124
4308,KR_5598707019
4309,KR_5595603904
4310,KR_5595483538
4311,KR_5595288139
4312,KR_5595270433
4313,KR_5590645492
4314,KR_5590538011
4315,KR_5590435969
4316,KR_5590338856
4317,KR_5590323584
4318,KR_5590197038
4319,KR_5590210198
4320,KR_5590134708
4321,KR_5589131692
4322,KR_5588975590
4323,KR_5589001886
4324,KR_5588934957
4325,KR_5588756905
4326,KR_5588484941
4327,KR_5588398702
4328,KR_5588384198
4329,KR_5587373110
4330,KR_5587354032
4331,KR_5587257882
4332,KR_5587174618
4333,KR_5586835020
4334,KR_5586606780
4335,KR_5586621360
4336,KR_5586397494
4337,KR_5586330513
4338,KR_5585480176
4339,KR_5585046233
4340,KR_5584979070
4341,KR_5584922948
4342,KR_5584749686
4343,KR_5584782890
4344,KR_5584668673
4345,KR_5584064621
4346,KR_5583978929
4347,KR_5583902575
4348,KR_5583706140
4349,KR_5583660961
4350,KR_5600780815
4351,KR_5600370654
4352,KR_5596853633
4353,KR_5596727743
4354,KR_5596773139
4355,KR_5596623138
4356,KR_5596097875
4357,KR_5596044805
4358,KR_5596080250
4359,KR_5595937579
4360,KR_5583484195
4361,KR_5583328021
4362,KR_5583311441
4363,KR_5560969098
4364,KR_5560975095
4365,KR_5560981811
4366,KR_5560856628
4367,KR_5560030386
4368,KR_5559783006
4369,KR_5559639651
4370,KR_5559635152
4371,KR_5559690277
4372,KR_5559586808
4373,KR_5558799433
4374,KR_5558745088
4375,KR_5558672639
4376,KR_5558273836
4377,KR_5558198326
4378,KR_5557647723
4379,KR_5557642588
4380,KR_5557597781
4381,KR_5557535301
4382,KR_5557542862
4383,KR_5556339738
4384,KR_5556247129
4385,KR_5556251562
4386,KR_5555948621
4387,KR_5555982705
4388,KR_5556000177
4389,KR_5555885671
4390,KR_5555125985
4391,KR_5555121524
4392,KR_5554737611
4393,KR_5554720618
4394,KR_5554507645
4395,KR_5554271162
4396,KR_5554176763
4397,KR_5554212868
4398,KR_5554170096
4399,KR_5554076845
4400,KR_5600617373
4401,KR_5600568583
4402,KR_5600552484
4403,KR_5600417758
4404,KR_5599463222
4405,KR_5599151635
4406,KR_5599110207
4407,KR_5599007419
4408,KR_5599042773
4409,KR_5598949016
4410,KR_5598814650
4411,KR_5598707019
4412,KR_5598684437
4413,KR_5598498137
4414,KR_5598415389
4415,KR_5598289495
4416,KR_5598273739
4417,KR_5598115257
4418,KR_5597939676
4419,KR_5597934731
